Date,Open,High,Low,Close,Volume,Change_Pct,Daily_Return,High_Low_Range,MA_7,MA_21,MA_Ratio,Volatility_7,RSI_14,Volume_Change,Target
2020-02-08,9817.3,9931.2,9673.2,9895.5,551310.0,0.78,0.7832073819078023,2.6072457177504926,9560.471428571429,9107.509523809524,1.049734991061798,1.8999140031527637,82.33922996878253,-9.466960063058327,1
2020-02-09,9895.4,10157.1,9882.7,10151.5,617350.0,2.59,2.5870345106361547,2.703048810520609,9677.128571428571,9176.333333333334,1.0545746563364347,1.9118821845769118,82.26393010910006,11.978741542870619,0
2020-02-10,10151.5,10181.7,9774.8,9854.1,781220.0,-2.93,-2.9296163128601616,4.129245694685475,9756.771428571428,9234.057142857144,1.0566072180004453,2.435486384845367,70.31140729770868,26.544099781323393,1
2020-02-11,9854.0,10314.1,9725.1,10229.5,791280.0,3.81,3.809581798439221,5.757857177770174,9904.714285714286,9305.338095238096,1.0644120809305053,2.4823584400108847,68.56159609688102,1.287729448810837,1
2020-02-12,10229.3,10435.6,10229.3,10317.7,803250.0,0.86,0.862212229336734,1.9994766275429707,10005.557142857142,9383.39523809524,1.0663045612995192,2.1066991690693166,72.09594864231806,1.5127388535031816,0
2020-02-13,10321.9,10482.6,10116.9,10235.1,940300.0,-0.8,-0.8005660176202078,3.572998798253077,10071.714285714286,9470.538095238095,1.063478567366565,2.188510314957117,66.69572398605251,17.061935885465296,1
2020-02-14,10235.5,10372.4,10125.2,10333.0,732510.0,0.96,0.9565123936258635,2.3923352366205255,10145.199999999999,9560.685714285713,1.0611372764655254,2.1884492704413314,73.21285330061811,-22.09826651068808,0
2020-02-15,10336.0,10369.8,9831.7,9907.7,808810.0,-4.12,-4.115939223845921,5.431129323657342,10146.942857142858,9635.261904761905,1.0531050382894183,2.8580012130378534,60.47131881692608,10.41624005133035,1
2020-02-16,9907.4,10056.4,9654.9,9932.3,808910.0,0.25,0.2482917326927403,4.042366823394381,10115.628571428571,9698.333333333334,1.0430275206834752,2.640809707711464,61.99598393574298,0.012363843177021216,0
2020-02-17,9931.7,9951.5,9468.9,9701.4,961880.0,-2.32,-2.32473847950625,4.974539757148457,10093.814285714285,9738.085714285715,1.036529620077868,2.547977040815285,57.54491910832773,18.910632826890517,1
2020-02-18,9701.5,10230.1,9601.6,10158.4,945910.0,4.71,4.710660317067639,6.186997952433454,10083.657142857144,9775.280952380952,1.0315465296576547,2.7948126572509615,65.87967993677765,-1.6602902648979123,0
2020-02-19,10158.6,10230.9,9424.3,9609.4,905950.0,-5.4,-5.4043943928177685,8.393864341165946,9982.471428571429,9790.066666666666,1.0196530594178552,3.3884580201830827,49.96212121212122,-4.224503388271616,0
2020-02-20,9611.9,9681.4,9448.9,9602.4,870800.0,-0.07,-0.07284533893895384,2.4212696825793554,9892.085714285713,9794.595238095239,1.0099534971911135,3.4053382632854277,47.18720976515854,-3.879905072023837,1
2020-02-21,9602.2,9747.1,9574.5,9684.5,716610.0,0.85,0.8549945846871632,1.7822293355361698,9799.442857142856,9810.566666666666,0.9988661399589073,3.3965300420601854,47.80185555519128,-17.706706476802935,0
2020-02-22,9684.5,9706.5,9569.8,9655.7,589880.0,-0.3,-0.297382415199543,1.4157440682705627,9763.442857142858,9823.619047619048,0.993874335905689,3.0806507985276257,46.00626207447872,-17.684654135443267,1
2020-02-23,9655.6,9965.6,9653.4,9942.7,775880.0,2.97,2.9723375829820764,3.1399921550484344,9764.92857142857,9852.561904761904,0.9911055282696596,3.327518398397447,46.55809046551498,31.531836983793315,0
2020-02-24,9943.2,9981.0,9507.0,9662.7,980000.0,-2.82,-2.8161364619268436,4.905461206495079,9759.4,9869.995238095238,0.9887948032975362,3.390859659620681,46.82671264672724,26.308191988451824,0
2020-02-25,9662.6,9672.3,9269.8,9317.2,937970.0,-3.57,-3.575605162118245,4.319967372171897,9639.228571428572,9875.866666666667,0.9760387515116214,2.876583561658991,34.72319903546669,-4.288775510204079,0
2020-02-26,9317.1,9368.1,8672.0,8800.3,1320000.0,-5.55,-5.547804061305984,7.909957615081309,9523.642857142857,9837.22380952381,0.9681230234817507,2.9118844400018067,27.780706378492326,40.72944763691802,1
2020-02-27,8800.1,8968.3,8538.5,8818.6,1130000.0,0.21,0.20794745633672118,4.873789490395293,9411.671428571428,9791.82380952381,0.9611765501149403,2.932053172089202,28.860102080410698,-14.393939393939393,0
2020-02-28,8820.1,8898.7,8451.9,8697.5,1080000.0,-1.37,-1.37323384664233,5.137108364472562,9270.671428571428,9738.438095238096,0.9519669723119771,2.7930155123334828,25.759596857862746,-4.424778761061942,0
2020-02-29,8697.1,8793.7,8539.8,8543.7,683440.0,-1.77,-1.7683242311008818,2.9717803761836374,9111.814285714287,9674.066666666668,0.9418804521071062,2.7432249157173834,28.014184397163106,-36.718518518518515,0
2020-03-01,8543.8,8737.2,8437.2,8540.0,784050.0,-0.04,-0.04330676404836753,3.51288056206089,8911.42857142857,9597.328571428572,0.9285321957151765,2.0316548060434187,27.405796631073358,14.721116703734062,1
2020-03-02,8537.5,8961.8,8503.1,8904.8,1020000.0,4.27,4.271662763466044,5.151154433563908,8803.157142857144,9552.12380952381,0.9215916081489732,3.1121433925564292,37.61119751166407,30.093744021427216,0
2020-03-03,8906.1,8911.7,8669.3,8761.4,1010000.0,-1.61,-1.6103674422783154,2.766681124021292,8723.757142857143,9482.214285714286,0.9200126552719,2.9372600678745555,25.925415316743653,-0.9803921568627416,0
2020-03-04,8761.3,8840.3,8679.7,8757.9,759690.0,-0.04,-0.03994795352341152,1.833772936434517,8717.7,9407.938095238094,0.926632372763224,2.076928014851863,31.92835009974958,-24.783168316831684,1
2020-03-05,8757.9,9147.3,8751.5,9060.3,950760.0,3.45,3.4528825403350005,4.368508769025301,8752.228571428572,9351.99523809524,0.935867517957716,2.469357678743009,39.77671331045147,25.151048453974646,1
2020-03-06,9060.6,9165.2,9004.9,9134.8,1040000.0,0.82,0.8222685783031425,1.754827691903502,8814.7,9294.938095238096,0.9483333734644099,2.3407852900771995,39.60358588342095,9.386175270310071,0
2020-03-07,9134.2,9180.8,8848.7,8887.8,750650.0,-2.7,-2.703945351841308,3.7365827313845785,8863.857142857143,9246.371428571429,0.9586308760502189,2.526335873093294,36.58408749432194,-27.822115384615387,0
2020-03-08,8887.8,8888.0,8015.3,8034.1,1110000.0,-9.61,-9.605301649452047,10.862448811939107,8791.585714285715,9155.980952380953,0.9602013984093666,4.633721307921506,22.166481945983776,47.87184440151868,0
2020-03-09,8035.8,8158.8,7648.7,7933.0,1540000.0,-1.26,-1.2583861291246112,6.430102105130472,8652.757142857143,9071.771428571428,0.9538111945375293,4.067015210311172,23.386774163768962,38.738738738738746,0
2020-03-10,7933.0,8145.5,7740.2,7891.2,1200000.0,-0.53,-0.5269128954998092,5.136100973236013,8528.442857142856,8963.809523809523,0.9514306204844879,4.085498119179667,25.797691785471827,-22.077922077922075,1
2020-03-11,7892.1,7976.5,7606.0,7935.1,1100000.0,0.56,0.5563158961881642,4.669128303361016,8410.9,8884.080952380953,0.9467383340024451,4.124813515782191,32.507076425394274,-8.333333333333337,0
2020-03-12,7935.2,7963.1,4546.6,4826.0,3220000.0,-39.18,-39.18161081775907,70.79361790302528,7806.0,8656.633333333335,0.9017362408018512,14.450219844009709,14.1198461483159,192.72727272727272,1
2020-03-13,4815.2,5934.3,3869.5,5584.3,4170000.0,15.71,15.712805636137595,36.97509087978798,7298.785714285715,8461.385714285714,0.8625993378322024,16.77393254809476,24.89759716174811,29.503105590062106,0
2020-03-14,5589.4,5634.9,5072.2,5182.7,1690000.0,-7.19,-7.1915907096681835,10.857275165454297,6769.485714285714,8248.385714285714,0.8207043109734026,16.744500081663915,23.940888227267095,-59.47242206235013,1
2020-03-15,5182.9,5863.3,5120.6,5366.3,1610000.0,3.54,3.542555038879347,13.840076030039317,6388.371428571429,8030.461904761905,0.7955173070160821,16.998717818863796,26.060916921870046,-4.7337278106508895,0
2020-03-16,5366.4,5369.3,4477.7,5030.0,2550000.0,-6.27,-6.266887799787568,17.725646123260443,5973.657142857142,7809.857142857143,0.7648868645850481,16.96703121335184,20.646344050180303,58.38509316770186,1
2020-03-17,5030.2,5432.8,4946.5,5261.1,1890000.0,4.59,4.594433399602393,9.243314135827111,5597.928571428572,7616.7095238095235,0.7349536639056111,17.287626080283772,23.83109795301965,-25.882352941176467,1
2020-03-18,5260.7,5373.1,5020.9,5361.4,1800000.0,1.91,1.906445420159275,6.569179691871541,5230.257142857144,7452.952380952381,0.7017698323451238,17.35476892499761,24.96941648120034,-4.761904761904767,1
2020-03-19,5359.2,6379.5,5256.0,6172.0,2180000.0,15.12,15.11918528742493,18.203175631885937,5422.542857142857,7326.923809523809,0.7400845154271202,9.09563813272334,30.197863675629733,21.111111111111104,1
2020-03-20,6171.6,6858.1,5748.2,6205.3,2220000.0,0.54,0.539533376539203,17.886322981967037,5511.257142857144,7208.247619047618,0.7645765564842392,7.480545919187324,29.801287973854414,1.83486238532109,0
2020-03-21,6205.6,6438.3,5887.0,6186.2,1640000.0,-0.31,-0.30780139558119757,8.911771362063952,5654.614285714286,7095.9857142857145,0.796875094369251,6.497138340422311,30.76824510948491,-26.126126126126124,0
2020-03-22,6186.9,6394.4,5771.2,5822.1,1480000.0,-5.89,-5.8856810319743875,10.704041497054325,5719.728571428571,6966.561904761906,0.8210260167958778,7.236421663763478,33.073673900400976,-9.756097560975608,1
2020-03-23,5822.0,6564.7,5710.8,6468.9,1880000.0,11.11,11.109393517802847,13.200080384609434,5925.285714285715,6850.566666666667,0.8649336620745313,7.153701294938448,39.66016469159169,27.027027027027017,1
2020-03-24,6468.8,6814.2,6380.8,6744.6,1730000.0,4.26,4.261930158141269,6.425881445897454,6137.214285714285,6754.528571428572,0.9086073470285543,7.1491758038344475,42.16139353003911,-7.978723404255317,0
2020-03-25,6744.8,6930.2,6474.6,6678.9,1520000.0,-0.97,-0.9741126234320885,6.821482579466672,6325.428571428572,6655.528571428572,0.9504021361403087,7.357572206906449,41.43764654561318,-12.138728323699421,1
2020-03-26,6677.9,6772.9,6541.7,6725.1,1180000.0,0.69,0.6917306742128204,3.437867094913084,6404.442857142857,6544.328571428571,0.9786248944014774,5.249128919958183,72.22365249139887,-22.368421052631582,0
2020-03-27,6725.5,6813.7,6322.3,6373.4,1160000.0,-5.23,-5.229662012460789,7.710170395707153,6428.457142857143,6412.833333333333,1.0024363348790928,5.819159205579527,60.20537492563564,-1.6949152542372836,0
2020-03-28,6373.4,6374.3,6046.5,6233.7,1260000.0,-2.19,-2.1919226786330626,5.258514205046765,6435.242857142856,6286.447619047619,1.023669208289336,5.906940965206228,64.58021197491814,8.62068965517242,0
2020-03-29,6233.2,6258.8,5889.3,5890.4,916170.0,-5.51,-5.5071626802701505,6.272918647290507,6445.0,6184.366666666667,1.042143900480243,5.8427470148832015,56.96219346953956,-27.288095238095234,1
2020-03-30,5890.4,6576.5,5872.5,6391.0,1430000.0,8.5,8.498573950835265,11.015490533562824,6433.871428571429,6110.938095238096,1.0528451324985564,5.070682336866987,67.32345603584338,56.08456945763341,1
2020-03-31,6391.1,6513.1,6346.3,6412.5,1050000.0,0.34,0.33641057737443525,2.601169590643278,6386.428571428572,6040.523809523809,1.0572640341818356,4.717224508933819,65.48163287258645,-26.573426573426573,1
2020-04-01,6412.4,6661.3,6157.4,6638.5,1400000.0,3.52,3.5243664717348855,7.590570158921452,6380.657142857142,5978.780952380953,1.0672170788120525,4.961840623754506,66.61030616757276,33.33333333333333,1
2020-04-02,6638.8,7182.7,6567.9,6800.5,1740000.0,2.44,2.440310311064242,9.040511727078894,6391.428571428572,6072.804761904762,1.0524673230930401,5.044764443283799,59.833526300966916,24.28571428571429,0
2020-04-03,6799.9,7026.3,6623.6,6735.9,1350000.0,-0.95,-0.9499301521947001,5.978414168856424,6443.214285714285,6127.642857142857,1.051499644468276,4.497158152987308,58.22125813449023,-22.413793103448278,1
2020-04-04,6735.9,6958.6,6679.1,6857.4,1050000.0,1.8,1.8037678706631644,4.075888820835885,6532.314285714287,6207.390476190476,1.0523446705616655,4.291330679362544,60.07989427524478,-22.22222222222222,0
2020-04-05,6857.5,6889.4,6686.0,6772.7,842330.0,-1.23,-1.2351620147577735,3.0032335700680624,6658.357142857143,6274.361904761905,1.061200683658972,3.3341272433234086,65.58360655737704,-19.77809523809524,1
2020-04-06,6772.8,7335.0,6770.1,7332.3,1530000.0,8.26,8.262583607719233,7.704267419500015,6792.828571428572,6383.995238095238,1.0640403568745949,3.2585059892015846,64.57067638720129,81.63902508518039,0
2020-04-07,7332.3,7440.3,7101.7,7185.2,1320000.0,-2.01,-2.006191781569222,4.712464510382458,6903.214285714285,6475.619047619048,1.066031561608377,3.5666811946831714,57.772916519652796,-13.725490196078427,1
2020-04-08,7185.6,7396.1,7153.1,7361.2,983940.0,2.45,2.4494794856093183,3.301092213226105,7006.457142857143,6570.8476190476185,1.066294266594583,3.4970734242775934,61.586007811173374,-25.45909090909091,0
2020-04-09,7361.1,7361.1,7140.3,7289.0,963550.0,-0.98,-0.9808183448350771,3.0292221155165344,7076.242857142856,6624.038095238095,1.0682672344879545,3.5878099846590468,59.491668069348584,-2.072280830131923,0
2020-04-10,7289.0,7294.4,6756.1,6863.1,1370000.0,-5.84,-5.843051173000402,7.8433943844618215,7094.414285714286,6655.361904761905,1.0659697229444787,4.421907074471799,58.04184320294282,42.18255409682943,1
2020-04-11,6862.7,6931.4,6765.1,6867.8,845580.0,0.07,0.06848217277906077,2.4214450042225932,7095.9,6687.819047619048,1.0610185397474583,4.375224028704421,60.89631233460494,-38.27883211678832,1
2020-04-12,6867.9,7158.8,6785.1,6917.6,1100000.0,0.73,0.7251230379451856,5.402162599745573,7116.599999999999,6739.985714285714,1.0558776088970092,4.337935219912558,69.63152664169407,30.08822346791551,0
2020-04-13,6918.1,6920.3,6618.5,6841.3,1250000.0,-1.1,-1.1029836937666238,4.411442269744057,7046.457142857143,6757.719047619048,1.0427271529348094,2.5974802028661945,60.27191021488208,13.636363636363647,1
2020-04-14,6841.8,6970.8,6768.6,6850.9,999530.0,0.14,0.14032420738747664,2.951437037469527,6998.7,6762.780952380952,1.0348849163207021,2.579437108702142,60.05504587155963,-20.0376,0
2020-04-15,6851.3,6929.5,6615.9,6629.1,1000000.0,-3.24,-3.237530835364688,4.7306572536241775,6894.114285714286,6760.409523809524,1.019777612796069,2.3237854015738986,49.783987498851005,0.04702210038718402,1
2020-04-16,6629.1,7159.7,6520.5,7085.6,1540000.0,6.89,6.886304324870651,9.021113243761993,6865.057142857143,6777.576190476191,1.01290740965832,3.9372768062394603,55.770554183702394,54.0,0
2020-04-17,7085.5,7142.8,7005.8,7035.8,810100.0,-0.7,-0.7028339166760822,1.947184399783962,6889.728571428571,6809.119047619048,1.0118384659227995,3.1374602588275082,56.1066992465893,-47.396103896103895,1
2020-04-18,7035.9,7259.4,7031.5,7230.8,796450.0,2.77,2.771539839108561,3.1517950987442553,6941.585714285715,6856.5999999999985,1.0123947312495576,3.2544917998169005,57.382364570976684,-1.6849771633131727,0
2020-04-19,7230.9,7238.0,7079.1,7122.9,5930000.0,-1.49,-1.4922276926481293,2.2308329472546244,6970.914285714285,6915.2904761904765,1.0080435969704127,3.3670106708643632,56.86074759031424,644.5539581894658,0
2020-04-20,7122.9,7207.5,6771.2,6833.5,1260000.0,-4.06,-4.062951887573874,6.384722323845763,6969.8,6936.361904761905,1.0048206964540214,3.7598566268175215,39.070990359333905,-78.75210792580101,1
2020-04-21,6833.4,6919.3,6774.3,6842.5,892570.0,0.13,0.13170410477794103,2.1191085129704055,6968.599999999999,6956.838095238096,1.0016906969230683,3.759820938264205,42.00755632258967,-29.161111111111115,1
2020-04-22,6842.5,7137.4,6821.8,7112.9,914180.0,3.95,3.9517720131530876,4.4370088149699765,7037.714285714285,6979.428571428572,1.0083510725397085,3.696051552484283,44.453379797167486,2.4210986253178968,1
2020-04-23,7112.8,7655.4,7036.5,7488.5,1340000.0,5.28,5.280546612492798,8.264672497830002,7095.271428571429,7012.190476190476,1.0118480741022438,3.3038529871281144,53.9245386945745,46.57944824870375,1
2020-04-24,7491.3,7583.5,7423.5,7503.8,951950.0,0.2,0.20431328036323304,2.132252991817479,7162.128571428571,7048.757142857143,1.0160838891557378,3.2506282542490896,65.03214302472901,-28.9589552238806,1
2020-04-25,7503.9,7684.6,7451.0,7540.4,861930.0,0.49,0.48775287187823313,3.097978887061699,7206.357142857143,7081.280952380952,1.017662932923758,3.152722698603858,65.54785020804438,-9.456379011502703,1
2020-04-26,7540.4,7679.4,7520.5,7678.9,921590.0,1.84,1.8367725850087613,2.069306801755455,7285.785714285715,7124.433333333333,1.022647749428359,3.025468748462894,66.9050051072523,6.921675774134783,1
2020-04-27,7679.4,7768.5,7637.7,7766.0,980500.0,1.13,1.1342770448892425,1.6842647437548313,7419.0,7145.085714285715,1.0383360391557832,2.008906116917205,70.43535911602211,6.392213457177265,0
2020-04-28,7766.0,7770.1,7655.3,7746.9,808090.0,-0.25,-0.24594385784187933,1.481883075810972,7548.2,7171.833333333333,1.052478445771653,2.0673095153744963,69.71830985915493,-17.583885772565022,1
2020-04-29,7746.7,8918.5,7729.7,8770.9,1830000.0,13.22,13.218190502007253,13.55391122917831,7785.057142857143,7238.961904761905,1.0754383356729653,4.813001319489677,84.83507904495477,126.45992401836428,0
2020-04-30,8770.6,9437.5,8425.5,8629.0,2040000.0,-1.62,-1.6178499355824383,11.72789430988527,7947.9857142857145,7302.771428571429,1.0883519759621592,5.002007883170344,77.964197709813,11.475409836065564,1
2020-05-01,8628.6,9040.3,8621.0,8821.6,1110000.0,2.23,2.2320083439564264,4.753106012514728,8136.242857142856,7396.033333333334,1.1000819615662705,4.929046276953202,80.76419514884233,-45.58823529411765,1
2020-05-02,8821.6,8986.2,8771.3,8966.3,890340.0,1.64,1.6402920105196284,2.396752283550645,8339.942857142858,7495.9619047619035,1.1125914142979842,4.8720793043076815,80.42495003681498,-19.789189189189194,0
2020-05-03,8966.2,9169.9,8742.2,8885.5,1150000.0,-0.9,-0.9011520917212135,4.813460131675189,8512.314285714285,7589.671428571429,1.1215655863137308,5.050178832912471,81.19646017699118,29.164139542197365,0
2020-05-04,8885.5,8945.5,8553.2,8874.7,1120000.0,-0.12,-0.12154633954194471,4.42043111316438,8670.7,7686.5,1.1280426722175243,5.116571363140728,90.08011310084831,-2.608695652173909,1
2020-05-05,8874.2,9078.7,8800.4,9001.0,1050000.0,1.42,1.4231466979165441,3.0918786801466625,8849.857142857143,7788.885714285714,1.1362160734526487,5.031054346960071,90.51695010699407,-6.25,1
2020-05-06,9000.6,9373.7,8923.6,9151.4,1620000.0,1.67,1.6709254527274675,4.918373145092558,8904.214285714286,7908.995238095238,1.125833815504829,1.486651376945149,90.06958367732048,54.28571428571429,1
2020-05-07,9152.7,10033.0,9064.8,9979.8,1910000.0,9.05,9.052166881570024,9.70159722639733,9097.185714285713,8046.814285714285,1.1305325798852075,3.2437965472391417,91.57016519272489,17.901234567901227,0
2020-05-08,9980.1,10018.2,9731.4,9806.2,1420000.0,-1.74,-1.7395138179121639,2.924680304297292,9237.842857142858,8178.738095238095,1.129494886567086,3.55762442241326,86.49042728540644,-25.654450261780106,0
2020-05-09,9806.0,9910.5,9533.6,9554.6,1490000.0,-2.57,-2.565723725806124,3.944696795260917,9321.885714285714,8289.39523809524,1.1245555853635136,3.8848731519507926,79.88604664965285,4.929577464788726,0
2020-05-10,9553.9,9569.4,8259.3,8738.8,2470000.0,-8.54,-8.538295690034126,14.991760882501035,9300.92857142857,8366.342857142856,1.111707795179324,5.310200738780891,63.09456153789134,65.7718120805369,0
2020-05-11,8737.6,9129.6,8235.6,8579.8,2290000.0,-1.82,-1.8194717810225636,10.419823305904567,9258.8,8449.5,1.0957808154328659,5.349081043426264,59.87861131342559,-7.287449392712553,1
2020-05-12,8569.8,8964.5,8542.8,8813.8,1350000.0,2.73,2.727336301545491,4.784542422110789,9232.057142857142,8543.371428571429,1.0806105318074497,5.443403485753071,62.308775006345336,-41.048034934497814,1
2020-05-13,8813.9,9384.6,8799.1,9298.7,1500000.0,5.5,5.50159976400646,6.29657909170099,9253.1,8647.457142857142,1.0700371042189118,5.837954845582143,56.95425318857385,11.111111111111116,1
2020-05-14,9298.7,9887.5,9265.8,9778.4,1770000.0,5.16,5.15878563670189,6.357890861490641,9224.328571428572,8756.5,1.0534264342406865,4.998475010135966,63.906499540241015,17.999999999999993,0
2020-05-15,9778.6,9819.6,9223.2,9318.0,1560000.0,-4.71,-4.708336742207308,6.400515132002573,9154.585714285715,8842.890476190476,1.0352481169968666,5.271150587321097,55.64039632760659,-11.864406779661019,1
2020-05-16,9318.1,9579.0,9233.0,9379.5,1100000.0,0.66,0.6600128783000647,3.688895996588305,9129.57142857143,8930.466666666667,1.02229500084782,5.211971818561461,54.785509126285575,-29.487179487179482,1
2020-05-17,9376.6,9866.0,9327.8,9677.7,1180000.0,3.18,3.179273948504724,5.561238724077009,9263.699999999999,9025.647619047619,1.0263751024857206,3.741391811187608,58.73505932166013,7.272727272727275,1
2020-05-18,9678.4,9930.2,9524.4,9730.7,1180000.0,0.55,0.5476507847939072,4.170306350005664,9428.114285714286,9119.20476190476,1.033874612082403,3.48666416753753,59.35151197343122,0.0,1
2020-05-19,9730.8,9883.9,9498.7,9773.3,1160000.0,0.44,0.43778967597396523,3.9413504138827102,9565.185714285715,9215.699999999999,1.0379228614522735,3.4998288936645614,58.594289020943215,-1.6949152542372836,0
2020-05-20,9773.0,9829.3,9368.4,9512.3,1150000.0,-2.67,-2.6705411682850233,4.845305551759298,9595.699999999999,9251.004761904762,1.0372603027418899,3.3160999876547734,53.919673306253664,-0.8620689655172376,0
2020-05-21,9511.6,9567.1,8833.6,9059.0,1410000.0,-4.76,-4.7654089967725906,8.096920189866431,9492.92857142857,9271.480952380953,1.0238848162645202,3.0383828308961687,39.11223572813698,22.608695652173914,1
2020-05-22,9058.2,9253.5,8952.1,9169.7,914590.0,1.22,1.2219891820289375,3.2869123308287036,9471.742857142857,9288.057142857142,1.0197765486861778,2.648692809149216,42.36022757279689,-35.135460992907795,1
2020-05-23,9169.8,9303.2,9098.9,9177.0,812560.0,0.08,0.07961001995702155,2.2262177182085767,9442.814285714285,9298.090476190477,1.015564895813221,2.626330222957531,45.185392971897784,-11.155818454170719,0
2020-05-24,9177.9,9292.0,8724.1,8728.2,1110000.0,-4.89,-4.890487087283413,6.506496184780362,9307.17142857143,9290.6,1.0017836768961563,2.625212782540608,49.85088903893768,36.60529683961799,1
2020-05-25,8728.0,8959.5,8666.1,8898.2,941890.0,1.95,1.9477097225086393,3.2972960823537303,9188.242857142857,9291.719047619048,0.9888636117874543,2.8454644969351377,54.46513715151178,-15.145045045045046,0
2020-05-26,8897.7,8994.6,8713.9,8842.5,784920.0,-0.63,-0.625969297161233,3.174441617189717,9055.271428571428,9284.17142857143,0.9753451342684629,2.768656962039418,50.423666263174994,-16.665428022380535,1
2020-05-27,8842.3,9210.9,8818.6,9199.1,810890.0,4.03,4.032796154933571,4.264547618788787,9010.528571428571,9286.442857142856,0.9702884850573263,3.3488537563062253,48.471830121517115,3.308617438719863,1
2020-05-28,9199.8,9610.8,9119.2,9572.2,948860.0,4.06,4.0558315487384755,5.135705480453798,9083.842857142858,9267.033333333335,0.9802320257625982,3.0949881081546984,46.729268447433554,17.01463823699885,0
2020-05-29,9573.4,9596.5,9358.1,9424.8,814330.0,-1.54,-1.5398758905998733,2.529496647143702,9120.285714285714,9248.871428571429,0.9860971454432278,3.210807890395325,51.8808114961961,-14.178066311152326,1
2020-05-30,9424.8,9729.9,9352.7,9692.5,720620.0,2.84,2.8403785756726974,3.891668816094908,9193.92857142857,9255.438095238094,0.9933542288137425,3.3270333350698325,55.138898010113614,-11.50761976103054,0
2020-05-31,9692.9,9695.6,9406.2,9454.8,645270.0,-2.45,-2.452411658498843,3.060879130177261,9297.728571428572,9289.533333333335,1.0008822012690164,2.6959461020543714,46.2662065730845,-10.456273764258551,1
